NOME,DESCRIZIONE,ENGLISH DESCRIPTION,CATEGORIA,LATITUDINE (es. 46.281419),LONGITUDINE (es. 11.523885),VIA,CAP,LOCALITA'/CITTA',CONTATTO NOME,CONTATTO TELEFONO,CONTATTO EMAIL,CONTATTO FAX,CONTATTO URL,ORARI,SERVIZI,PREZZI (camera singola mezza pensione),TAG 1,TAG 2,TAG 3,TAG 4,TAG AGGIUNTIVI,CAPIENZA (letti),STORIA,CURIOSITA',COME ARRIVARE,ACCESSIBILITA'
alla Posta,"Il Residence è situato sulla collina di Trento ai piedi del monte Bondone. Il complesso, totalmente ristrutturato nell'anno 2012, vi accoglierà in un ambiente moderno e confortevole di sole 10 unità ben arredate. Affittiamo appartamenti per minimo 2 notti.","The Residence is situated on the hill of Trento, at the foot of the Monte Bondone. The building,  in 2012 totally renovated,will host you in a modern and confortable environment with 10 well arranged flats. Minimum stay 2 nights.",Residence,46.089483,11.063940,"Via alla Posta, 2",38123,Cadine,,+39 0461 1740475 +39 348 0013571,info@mgmresidence.com,,www.mgmresidence.com www.lastubedelgalletto.com,,,200/250 (3 gg),,,,,Dormire,22,,,,
Capitol,"Tutti gli appartamenti sono dotate di servizio doccia, telefono, collegamento internet ADSL gratuito in tutte le stanze, TV color, radio ed aria condizionata. Il Residednce Capitol, dotato di un ampio parcheggio privato, gratuito, recintato, con ampia disponibilità ideale per pullman. Sono ammesi cani di piccola taglia.","All the apartment have a shower, telephone, colour TV, radio and air conditioning. What's more, with its ample private parking ideal for coaches.",Residence,46.105940,11.108679,"Via Soprassasso, 32",38121,Gardolo,,+39 0461 993232,info@hotelcapitol.tn.it,+39 0461 994424,www.hotelcapitol.tn.it,,,300/340 (2 letti 7 gg),,,,,Dormire,94,,,,
Ester,"La nostra piccola struttura è un´oasi immersa nella campagna,  sulla panoramica e tranquilla collina est di Trento. La privilegiata collocazione dei nostri alloggi consente spostamenti rapidi e veloci verso i luoghi più caratteristici del Trentino, terra piena di fascino, ove è possibile ammirare le più belle architetture naturali del mondo. Ester, inoltre, è la soluzione ideale per brevi soggiorni e viaggi di lavoro, perché dista pochi chilometri dai principali centri di interesse culturali e d’affari del capoluogo, Trento. Disponiamo di 8 camere e 15 letti.","Our small hotel is an oasis set in the countryside, on the scenic and quiet hill east of Trento. The privileged location of our lodging allows  rapid and easy trip towards the most typical places of Trentino, a land  full of charm,  where you can admire the most beautiful architecture of the natural world. Besides, Esther is ideal for short stays and business trips, because is a few kilometers from the main centers of cultural interest and business capital, Trento. We dispose of 8 bedrooms and 15 beds.",Affitta Camere,46.062035,11.151316,"Via Salè, 10",38123,Povo,,+39 0461 810380,camere.ester@gmail.com,+39 0461 810380,www.estercamere.it,,,40/43,,,,,Dormire,15,,,,
Locanda del Bel Sorriso,"La nostra struttura fa parte di Villa Bertagnolli, una villa Settecentesca che si trova sulla collina sopra Mattarello, a 5 km da Trento. Le nostre stanze sono arredate con mobili antichi e vecchie suppellettili del Trentino. Servizi con doccia, televisione e frigobar sono le uniche modernità concesse a tutte le stanze. Prezzi: 70 - 100 EUR per due persone compresa la prima colazione secondo la tipologia della stanza. Sono disponibili, oltre alle stanze normali, stanze con uso cucina e stanze con soggiorno e uso cucina.","Our structure is part of Villa Bertagnolli, a seventeenth century Villa on the hill on Mattarello, only 5 km from Trento. The villa is surrounded by nature. All of our rooms have a private bathroom with shower and a tv. Our guests will be able to eat at our restaurant that offers both typical dishes and dishes from the mediterranean cuisine. You can choose between standard room, deluxe rooms, or studios: rooms with kitchen.",Affitta Camere,46.011903,11.139181,"Strada delle Novaline, 42",38123,Mattarello,,+39 0461 942194 +39 0461 942212,villa.bertagnolli@tin.it,+39 0461 944596,www.villabertagnolli.it,,,50/60,,,,,Dormire,14,,,,
Locanda La Canonica,"Le nuove stanze della Locanda La Canonica sono accoglienti, curate nei dettagli e spaziose. Il gusto dell'arredo non ha tradito quello stile semplice, ma ricco di carattere della Locanda stessa. Dispongono di: bagno privato, televisione, aria condizionata, possibilità di accesso a internet. Possibilità di parcheggiare all’esterno o all’interno.","The new rooms of the Locanda La Canonica are welcoming, well arranged and spacious. The taste for the furniture has respected the simple but rich style of the Locanda itself. The rooms dispose of: private bathroom, TV, air conditioning, possibility of Internet access. Possibility of parking inside or outside.",Affitta Camere,46.049080,11.145865,"Piazza Mons. Nicolini, 4",38123,Villazzano,,+39 0461 392218,info@locandacanonicatrento.it,+39 0461 396649,www.locandacanonicatrento.it,,,60/70 Appartamenti: 80/90 (2 letti 3 gg),,,,,Dormire,30,,,,
Ponte Alto*****,"L'Agriturismo Ponte Alto è una struttura che sorge sulla collina est di Trento immerso nel verde di un vigneto, ha un ampio giardino ed ogni camera è elegantemente arredata con servizi privati, TV e collegamento Internet. Ogni stanza ha un ingresso indipendente.","The Holiday farm Ponte Alto is located on the East hill of Trento in the green of a vineyard. It has a wide garden and each room is equipped with private services, TV, Internet access and private entrance.",Agriturismo,46.067882,11.152011,"Via Alla Cascata, 27",38122,Trento,,+39 0461 810753,info@agriturpontealto.it,+39 0461 810753,www.agriturpontealto.it,,,40/50,,,,,Dormire,25,,,,
Prà Sec’ ****,"PERCHE' L'AGRITURISMO? Il desiderio di conoscere ed apprezzare le diverse culture ha maturato in noi, a partire dall´ azienda agricola a gestione familiare, la volontà di far conoscere il ""nostro"" Trentino, le sue bellezze, il patrimonio di conoscenze e la sua gente. Abbiamo aperto la nostra casa agli ospiti che possono assaporare il gusto del Trentino anche attraverso i nostri prodotti quali il vino, la frutta, le marmellate, i succhi, i dolci tutti fatti in casa.","WHY IN HOLIDAY FARM Offering you the formula ""farm through family management"" we would like you to get to know our land, Trentino, its beautiful spots and areas, its landscape, its cultural heritage and the people who live here. Meeting our guests becomes a good chance even for us to meet different cultures, customs and habits and have them meet ours. It's possible tasting our products like wines, apple juices, fruits, marmelades and others.",Agriturismo,46.010897,11.109580,"Via di Malebis, 1/a",38123,Romagnano,,+39 0461 349204,info@agriturpra-sec.it,+39 0461 349204,www.agriturpra-sec.it,,,35/50 Appartamenti: 210/300 (2 letti 3 gg),,,,,Dormire,24,,,,
Alla Veduta ***,"Le camere sono ampie e spaziose con bagno privato, balconi o accesso diretto all'esterno. Sono inoltre dotate di aria condizionata e riscaldamento autonomi. Ampio frigo, TV satellitare, cassaforte, asciugacapelli. La struttura è dotata di due stanze per portatori di handicap.","The rooms are wide and spacious with private bathroom, balconies, direct entrance from outside. They are equipped with autonomous heating and air conditioning, wide fridge, satellite TV, safe, hairdryer. The building disposes of two rooms for disabled people. ",Agriturismo,46.075960,11.147319,"Via Alla Veduta, 148",38121,Cognola,,+39 0461 871577,info@agriturallaveduta.it,+39 0461 871824,www.agriturallaveduta.it,,,50/60,,,,,Dormire,21,,,,
La Decima ***,"Oltre agli appartamenti ben arredati, il nostro agriturismo è dotato di giardino, solarium, barbecue, stoviglie, TV, forno a microonde, lavastoviglie, frigo, lavatrice. Posto auto coperto.","Our holiday farm disposes of well arranged flats, garden, solarium, barbecue facilities, tableware, TV, microwave oven, dishwasher, fridge, washing machine. Covered car park.",Agriturismo,46.004249,11.130939,"Via Della Decima, 30",38123,Mattarello,,+39 0461 944121 Cell.338 8363205 Cell.333 6829773,info@ladecima.net,+39 0461 944121,www.ladecima.net,,,45/50 Appartamenti: 210/230 (2/3 letti 3 gg) Appartamenti bilocale: 390/430 (2 letti 7 giorni),,,,,Dormire,26,,,,
Locanda de l’Arguta ***,"La costruzione è realizzata secondo le recenti tecniche di bioedilizia. Dispone di sette stanze, ognuna con bagno ed ingresso autonomo, con capacità da due a cinque posti letto. Tutte le stanze si affacciano sull'ampio giardino interno, ideale per rilassarsi sia in estate che in inverno con i bagni di sole, mentre per chi preferisce divertirsi ci sono aree giochi per grandi (campo da volley con fondo in sabbia) e piccini (altalene e dondolo sul prato).","La builging follows the recent green building techniques. It disposes of 7 bedrooms, each of which has a bathroom and private entrance, from 2 to 5 places. All rooms are on a wide garden, where you can relax, both in summer and in winter, having sunbaths and playing in the volleyball courts or children areas.",Agriturismo,46.010665,11.112742,"Via delle Ischie, 37",38123,Romagnano,,+39 333 7614660,info@locanda-arguta.it,+39 0461 349147,www.locanda-arguta.it,,,40/45,,,,,Dormire,18,,,,
Val d’Adige ***,"L'Agritur Val d'Adige è dotato di otto stanze doppie (alcune triple ed una quadrupla) con poggiolo, o accesso diretto al giardino. Tutte le stanze sono dotate di frigo, bagno finestrato, aria condizionata, tv color e connessione internet ADSL. L'Agritur Val d'Adige dispone inoltre di ampio parcheggio privatoe garage per il ricovero di cicli e moto a disposizione degli ospiti amanti delle 2 ruote.","The Agritur Val d'Adige has eight double rooms (some triple and one quadruple) with balcony or direct access to the garden. The rooms are provided with a fridge, bath with a window, air conditioning, colour TV and high-speed internet connection. Moreover the Agritur Val d'Adige has a large private car park and a garage for bicycles and motorbikes at the disposal for guest who love two-wheel-vehicles.",Agriturismo,46.100695,11.096802,"Loc. Roncafort, 78",38121,Trento,,+39 0461 955008,info@agriturvaldadige.it,+39 0461 955008,www.agriturvaldadige.it,,,50/55,,,,,Dormire,21,,,,
Oasi *,12 camere e 15 posti,12 rooms and 15 places,Hotel,46.099792,11.112011,"Via Bolzano, 14",38121,Gardolo,,+39 0461 992223 cell. 338 4040877,bampipie@pieralessiobampi.191.it,+39 0461 992223,,,,25/45,,,,,Dormire,,,,,
Palloncino Rosso *,Garnì,night and breakfast,Hotel,,,"Strada di Vigolo Baselga, 21",38123,Baselga del Bondone,,+39 0461 866193,,,,,,27,,,,,Dormire,,,,,
Vela,"l’Hotel Vela, è una struttura moderna e con tutti i comfort e con parcheggi privati. Il nostro hotel è dotato di 30 camere ottimamente arredate, con servizi privati, TV satellite, cassaforte, frigo bar, telefono diretto, radio, phon e condizionamento autonomo.  Internet wi-fi gratuito.","The hotel Vela is a modern building with all sort of comforts and private car park. Our hotel has 30 best furnished rooms, all with bathroom, satellite-TV, safe, fridge-bar, direct phone, radio, hairdryer and air conditioner. Internet wi-fi is free.",Affitta Camere,46.081759,11.102821,"Via SS. Cosma e Damiano, 21",38121,Vela (Trento),,+39 0461 827200,info@hotelvela.com,+39 0461 829924,www.hotelvela.com,,,50/60,,,,,Dormire,,,,,
